id,Exited
165179,0.67926145
165180,0.047035284
165181,0.79877347
165182,0.1638388
165183,0.028109334
165184,0.05022303
165185,0.051664636
165186,0.010884058
165187,0.924092
165188,0.88765687
165189,0.016840959
165190,0.019768268
165191,0.15186143
165192,0.1714131
165193,0.09838393
165194,0.36504373
165195,0.15141888
165196,0.39119637
165197,0.7662119
165198,0.6006047
165199,0.092516415
165200,0.44362321
165201,0.63442147
165202,0.76892716
165203,0.61393976
165204,0.61136925
165205,0.016743464
165206,0.12973906
165207,0.07439005
165208,0.013813879
165209,0.21022654
165210,0.36147898
165211,0.8371395
165212,0.08346361
165213,0.016876403
165214,0.8290375
165215,0.37997884
165216,0.047352504
165217,0.005713842
165218,0.009685916
165219,0.8019575
165220,0.33805797
165221,0.080100186
165222,0.15494117
165223,0.108789824
165224,0.05007566
165225,0.7396721
165226,0.7728039
165227,0.1838855
165228,0.18461384
165229,0.29287142
165230,0.8849458
165231,0.010979354
165232,0.0047991695
165233,0.05404268
165234,0.16069679
165235,0.014499281
165236,0.6120982
165237,0.0133685125
165238,0.15332608
165239,0.023140764
165240,0.008420097
165241,0.013769679
165242,0.24241033
165243,0.029218435
165244,0.6489504
165245,0.00473583
165246,0.088255905
165247,0.027785523
165248,0.02587269
165249,0.25090456
165250,0.014661525
165251,0.009105183
165252,0.40460092
165253,0.20272075
165254,0.018573709
165255,0.14048967
165256,0.30433056
165257,0.05570708
165258,0.60326254
165259,0.48571956
165260,0.40180275
165261,0.81220156
165262,0.47285226
165263,0.01069946
165264,0.051194612
165265,0.032088302
165266,0.0051311017
165267,0.48366773
165268,0.118668765
165269,0.59993047
165270,0.40926695
165271,0.029366387
165272,0.95746523
165273,0.08491904
165274,0.063363
165275,0.2042758
165276,0.14234939
165277,0.45429778
165278,0.8564602
165279,0.10513019
165280,0.02038985
165281,0.011856293
165282,0.10424989
165283,0.006364349
165284,0.33660236
165285,0.09036601
165286,0.08634365
165287,0.01524462
165288,0.029012527
165289,0.11226012
165290,0.030104525
165291,0.0360585
165292,0.08881176
165293,0.58683944
165294,0.007422834
165295,0.16662642
165296,0.0788811
165297,0.0479491
165298,0.02223556
165299,0.05694894
165300,0.5717748
165301,0.063457824
165302,0.41999027
165303,0.10347507
165304,0.0068798955
165305,0.0056855273
165306,0.02243028
165307,0.16315435
165308,0.06425776
165309,0.18149465
165310,0.11044098
165311,0.14428271
165312,0.811332
165313,0.02573772
165314,0.031169323
165315,0.22128665
165316,0.14698862
165317,0.0057440447
165318,0.673545
165319,0.10957153
165320,0.022407457
165321,0.15735352
165322,0.08503167
165323,0.05067524
165324,0.087650575
165325,0.26795754
165326,0.45970413
165327,0.1261971
165328,0.1507876
165329,0.014064805
165330,0.1715831
165331,0.061461136
165332,0.53540844
165333,0.030091235
165334,0.006111962
165335,0.018688174
165336,0.1394208
165337,0.20386969
165338,0.2836872
165339,0.18468791
165340,0.10168222
165341,0.044520445
165342,0.024711017
165343,0.0036146909
165344,0.09254167
165345,0.06305087
165346,0.9134032
165347,0.28156087
165348,0.04798232
165349,0.09271473
165350,0.005597925
165351,0.16420463
165352,0.029318059
165353,0.014296872
165354,0.09398943
165355,0.05488028
165356,0.020939915
165357,0.047626466
165358,0.17961642
165359,0.035482235
165360,0.8688802
165361,0.046168137
165362,0.34699613
165363,0.13621403
165364,0.01889078
165365,0.84920263
165366,0.0052694413
165367,0.12877245
165368,0.1441641
165369,0.6435353
165370,0.26987755
165371,0.0041310308
165372,0.07985206
165373,0.029101279
165374,0.6039915
165375,0.03258107
165376,0.01617368
165377,0.0048876945
165378,0.1783863
165379,0.034087036
165380,0.14271365
165381,0.07854506
165382,0.004936481
165383,0.011096648
165384,0.037226487
165385,0.1759683
165386,0.629664
165387,0.011939034
165388,0.24890816
165389,0.13708307
165390,0.58455205
165391,0.0075168293
165392,0.043179404
165393,0.113078386
165394,0.12559915
165395,0.008191508
165396,0.039466817
165397,0.0391571
165398,0.48901135
165399,0.06915481
165400,0.055273287
165401,0.07926557
165402,0.34153587
165403,0.031996273
165404,0.07960809
165405,0.2223463
165406,0.06345499
165407,0.06698131
165408,0.21152054
165409,0.005717183
165410,0.017923707
165411,0.024014084
165412,0.04229442
165413,0.005324508
165414,0.094731465
165415,0.08672589
165416,0.8039075
165417,0.013237065
165418,0.017984677
165419,0.6752893
165420,0.048944827
165421,0.5268502
165422,0.014763113
165423,0.012835387
165424,0.020411232
165425,0.5949011
165426,0.066472806
165427,0.12421555
165428,0.29823124
165429,0.5653333
165430,0.042589594
165431,0.07053336
165432,0.48474485
165433,0.90178955
165434,0.74858356
165435,0.16792372
165436,0.3038568
165437,0.0066430913
165438,0.011252256
165439,0.14274856
165440,0.6345363
165441,0.6792754
165442,0.065779254
165443,0.021235729
165444,0.058019828
165445,0.13988747
165446,0.12562637
165447,0.00975206
165448,0.21292639
165449,0.0062716203
165450,0.014349751
165451,0.010624892
165452,0.62307376
165453,0.036024798
165454,0.45452768
165455,0.04769308
165456,0.5715172
165457,0.63820577
165458,0.007948714
165459,0.04089162
165460,0.017654477
165461,0.021371689
165462,0.08415826
165463,0.11393004
165464,0.098251514
165465,0.86672795
165466,0.011847487
165467,0.09346903
165468,0.18205546
165469,0.10401401
165470,0.116755016
165471,0.21952386
165472,0.0075441557
165473,0.05002794
165474,0.32585415
165475,0.11751011
165476,0.20216188
165477,0.14258452
165478,0.18849407
165479,0.2803416
165480,0.051344253
165481,0.8880361
165482,0.0075750933
165483,0.11541636
165484,0.021792723
165485,0.25384104
165486,0.10271985
165487,0.11299001
165488,0.036124233
165489,0.016461318
165490,0.050892334
165491,0.04859139
165492,0.15850146
165493,0.13412765
165494,0.019353718
165495,0.4661103
165496,0.047671296
165497,0.23027566
165498,0.13045874
165499,0.017713046
165500,0.011750852
165501,0.10236163
165502,0.006025484
165503,0.012928509
165504,0.7973201
165505,0.6322903
165506,0.014475643
165507,0.3277663
165508,0.083690755
165509,0.31764406
165510,0.35115948
165511,0.059426118
165512,0.045553904
165513,0.19673686
165514,0.27877036
165515,0.010122373
165516,0.059377175
165517,0.1559882
165518,0.014992219
165519,0.43680695
165520,0.17549247
165521,0.06379589
165522,0.03969466
165523,0.064086884
165524,0.114824384
165525,0.10449493
165526,0.5797302
165527,0.4730609
165528,0.009113172
165529,0.06862512
165530,0.27192253
165531,0.08797431
165532,0.29550293
165533,0.018817374
165534,0.4549419
165535,0.025803305
165536,0.0354959
165537,0.047229894
165538,0.14539328
165539,0.060655735
165540,0.022962296
165541,0.1630186
165542,0.02292256
165543,0.022801766
165544,0.014899524
165545,0.23792215
165546,0.111048155
165547,0.02124958
165548,0.0670804
165549,0.097004436
165550,0.1470238
165551,0.0052307122
165552,0.08411701
165553,0.6621082
165554,0.012088854
165555,0.10356616
165556,0.16588934
165557,0.15008727
165558,0.007639994
165559,0.0052110753
165560,0.14584701
165561,0.61649394
165562,0.55859214
165563,0.11772731
165564,0.46793374
165565,0.14554407
165566,0.063191
165567,0.54071146
165568,0.15830974
165569,0.17432673
165570,0.024211254
165571,0.014774993
165572,0.6029291
165573,0.056918908
165574,0.07919537
165575,0.17479983
165576,0.0045992373
165577,0.016041005
165578,0.81197584
165579,0.19673264
165580,0.03635368
165581,0.21221599
165582,0.63574463
165583,0.18121487
165584,0.0520434
165585,0.6326764
165586,0.25498533
165587,0.011475118
165588,0.514335
165589,0.1672484
165590,0.51062053
165591,0.48230326
165592,0.010878254
165593,0.0050861714
165594,0.051169172
165595,0.14647117
165596,0.01752157
165597,0.0075195753
165598,0.14069246
165599,0.25356254
165600,0.0075117545
165601,0.0162158
165602,0.03667051
165603,0.57841897
165604,0.023730693
165605,0.045858536
165606,0.12552957
165607,0.5244984
165608,0.13527212
165609,0.33893308
165610,0.1452446
165611,0.073289596
165612,0.017875213
165613,0.3910379
165614,0.23561989
165615,0.55412173
165616,0.059272014
165617,0.15470368
165618,0.5093556
165619,0.71434337
165620,0.19538951
165621,0.025315989
165622,0.02482421
165623,0.007379055
165624,0.023370288
165625,0.3083661
165626,0.025737233
165627,0.07537942
165628,0.007321219
165629,0.39767903
165630,0.23476057
165631,0.018213073
165632,0.056116484
165633,0.031543374
165634,0.0047531375
165635,0.1091316
165636,0.038440507
165637,0.052328266
165638,0.052701045
165639,0.070562296
165640,0.45654753
165641,0.022728452
165642,0.02893996
165643,0.41724315
165644,0.005228797
165645,0.1566171
165646,0.005098156
165647,0.012756528
165648,0.6677665
165649,0.011610208
165650,0.6825608
165651,0.051222455
165652,0.08290137
165653,0.15455933
165654,0.010126114
165655,0.05750691
165656,0.28104565
165657,0.6641159
165658,0.17219998
165659,0.7360589
165660,0.08473158
165661,0.8740845
165662,0.53162074
165663,0.07742876
165664,0.06729811
165665,0.021326995
165666,0.2169667
165667,0.5047831
165668,0.021804688
165669,0.39938554
165670,0.005788838
165671,0.019624196
165672,0.08869036
165673,0.84041125
165674,0.4384949
165675,0.08907985
165676,0.31621304
165677,0.025648687
165678,0.36236376
165679,0.008014723
165680,0.01601644
165681,0.12549303
165682,0.008074979
165683,0.12866877
165684,0.13627231
165685,0.05336321
165686,0.026307588
165687,0.09121122
165688,0.7434319
165689,0.019655345
165690,0.21865895
165691,0.0050345724
165692,0.33224255
165693,0.011136234
165694,0.014852155
165695,0.014199246
165696,0.1269467
165697,0.0057697026
165698,0.058539126
165699,0.09206026
165700,0.090665534
165701,0.6365862
165702,0.107671104
165703,0.32119083
165704,0.0059201512
165705,0.03958683
165706,0.2696056
165707,0.01356021
165708,0.18658446
165709,0.07034333
165710,0.19589138
165711,0.007377116
165712,0.0085511
165713,0.0508087
165714,0.59594893
165715,0.00808812
165716,0.6890608
165717,0.87878
165718,0.17961434
165719,0.007840624
165720,0.06566274
165721,0.20959575
165722,0.12681404
165723,0.055696882
165724,0.8280338
165725,0.013588834
165726,0.58043176
165727,0.048467647
165728,0.03599369
165729,0.56024003
165730,0.03756533
165731,0.17067881
165732,0.3402285
165733,0.057120994
165734,0.14524594
165735,0.010044452
165736,0.19472976
165737,0.6975712
165738,0.010911371
165739,0.40155038
165740,0.41573688
165741,0.04200823
165742,0.13889633
165743,0.09610014
165744,0.015587715
165745,0.2301806
165746,0.5385368
165747,0.0056482493
165748,0.65153027
165749,0.21561883
165750,0.059142318
165751,0.3091138
165752,0.035037268
165753,0.22063866
165754,0.14899403
165755,0.047629014
165756,0.23707663
165757,0.06610279
165758,0.09856767
165759,0.26237515
165760,0.11744048
165761,0.7742678
165762,0.81613857
165763,0.18619896
165764,0.09350318
165765,0.5458403
165766,0.049871817
165767,0.12404428
165768,0.44793344
165769,0.08584519
165770,0.17412059
165771,0.11474984
165772,0.10184245
165773,0.025306184
165774,0.019705394
165775,0.024328848
165776,0.2218418
165777,0.11485155
165778,0.06618075
165779,0.04331844
165780,0.6346142
165781,0.3055757
165782,0.04909505
165783,0.7507776
165784,0.77535933
165785,0.15411958
165786,0.065574676
165787,0.012876694
165788,0.1686686
165789,0.23869243
165790,0.6310013
165791,0.050102256
165792,0.06451448
165793,0.07227161
165794,0.020382077
165795,0.28106582
165796,0.03871939
165797,0.013665849
165798,0.08179755
165799,0.15129277
165800,0.0645408
165801,0.3130139
165802,0.009907695
165803,0.078415684
165804,0.3216282
165805,0.85733366
165806,0.005008839
165807,0.0063149123
165808,0.7849103
165809,0.09863581
165810,0.060478736
165811,0.033469953
165812,0.8512196
165813,0.36793366
165814,0.039532427
165815,0.017016413
165816,0.035224795
165817,0.0056687007
165818,0.16137166
165819,0.8925537
165820,0.15945023
165821,0.3026746
165822,0.03864169
165823,0.009665327
165824,0.10295152
165825,0.1802761
165826,0.08883265
165827,0.8387281
165828,0.005061446
165829,0.48208612
165830,0.2940914
165831,0.11498871
165832,0.019532604
165833,0.02183237
165834,0.10052168
165835,0.13291232
165836,0.01655636
165837,0.050728448
165838,0.019959854
165839,0.15553996
165840,0.1456641
165841,0.048635893
165842,0.048577435
165843,0.10597646
165844,0.09031676
165845,0.19652067
165846,0.03267705
165847,0.005040696
165848,0.03324231
165849,0.61202246
165850,0.12964238
165851,0.107806034
165852,0.44778162
165853,0.012291862
165854,0.059363723
165855,0.071039304
165856,0.02291623
165857,0.16124623
165858,0.04992379
165859,0.005490951
165860,0.0060347356
165861,0.07203085
165862,0.0046127476
165863,0.011609153
165864,0.12149097
165865,0.12040277
165866,0.033797648
165867,0.619805
165868,0.0626693
165869,0.012440324
165870,0.7908652
165871,0.42156526
165872,0.2755493
165873,0.015431811
165874,0.033912238
165875,0.76004416
165876,0.45924965
165877,0.28272307
165878,0.065997496
165879,0.0134110525
165880,0.27651852
165881,0.88355935
165882,0.3925779
165883,0.010101118
165884,0.577812
165885,0.43543643
165886,0.00404487
165887,0.7667971
165888,0.7051409
165889,0.013566699
165890,0.33509824
165891,0.060319938
165892,0.033182587
165893,0.6446446
165894,0.046409145
165895,0.050368685
165896,0.67521447
165897,0.049112614
165898,0.015470428
165899,0.23235683
165900,0.018864533
165901,0.12545197
165902,0.14782101
165903,0.124746285
165904,0.0092831785
165905,0.17362952
165906,0.10540067
165907,0.05997191
165908,0.23302397
165909,0.047883373
165910,0.12299611
165911,0.024868509
165912,0.34299514
165913,0.0627974
165914,0.32520303
165915,0.09145867
165916,0.24435456
165917,0.065840945
165918,0.503366
165919,0.017867656
165920,0.96488243
165921,0.02167583
165922,0.0524904
165923,0.7901211
165924,0.024773957
165925,0.09583559
165926,0.08571406
165927,0.014515662
165928,0.30188125
165929,0.0631131
165930,0.77011985
165931,0.09157209
165932,0.67555267
165933,0.07651362
165934,0.04669557
165935,0.043118883
165936,0.17304532
165937,0.02814126
165938,0.64866847
165939,0.51801914
165940,0.810896
165941,0.09475326
165942,0.005259495
165943,0.34139353
165944,0.2558255
165945,0.055225343
165946,0.5707421
165947,0.006706575
165948,0.023854468
165949,0.040462032
165950,0.12833267
165951,0.3372639
165952,0.39834884
165953,0.034661874
165954,0.6437869
165955,0.08493864
165956,0.6330996
165957,0.016867325
165958,0.013306372
165959,0.0349279
165960,0.021966092
165961,0.05288138
165962,0.9006886
165963,0.5598751
165964,0.015191673
165965,0.006918975
165966,0.82487696
165967,0.014743942
165968,0.8524469
165969,0.11744949
165970,0.35978502
165971,0.8358514
165972,0.5692529
165973,0.14617297
165974,0.11079914
165975,0.52773774
165976,0.027535547
165977,0.02602694
165978,0.47864804
165979,0.34280792
165980,0.019695707
165981,0.17970178
165982,0.08594665
165983,0.0371353
165984,0.14252484
165985,0.09494908
165986,0.03904822
165987,0.11027265
165988,0.28455585
165989,0.09264532
165990,0.102741964
165991,0.74857277
165992,0.13375814
165993,0.079599306
165994,0.1491105
165995,0.15665373
165996,0.17269962
165997,0.61753887
165998,0.10388218
165999,0.037894312
166000,0.075024776
166001,0.046084512
166002,0.07789691
166003,0.01982967
166004,0.017086886
166005,0.0919536
166006,0.07673538
166007,0.037267853
166008,0.005939808
166009,0.34837544
166010,0.8652887
166011,0.03188775
166012,0.013605821
166013,0.07176787
166014,0.097070634
166015,0.09016311
166016,0.4893066
166017,0.083597556
166018,0.18130758
166019,0.01228865
166020,0.013301764
166021,0.0603032
166022,0.06367062
166023,0.021619417
166024,0.43894228
166025,0.08041693
166026,0.06948243
166027,0.012411243
166028,0.83215487
166029,0.05698233
166030,0.0070064724
166031,0.45920572
166032,0.14541478
166033,0.029105581
166034,0.010718687
166035,0.62133586
166036,0.9501133
166037,0.3561819
166038,0.012789665
166039,0.016720455
166040,0.78847545
166041,0.029982375
166042,0.016104383
166043,0.1231986
166044,0.04906327
166045,0.09694248
166046,0.6116368
166047,0.023952836
166048,0.03652166
166049,0.3592718
166050,0.3756822
166051,0.028535306
166052,0.33347672
166053,0.55203795
166054,0.019839145
166055,0.8352072
166056,0.05447167
166057,0.010458313
166058,0.7705286
166059,0.889032
166060,0.23861174
166061,0.42650926
166062,0.5646872
166063,0.8335895
166064,0.020505168
166065,0.24842232
166066,0.023461629
166067,0.31473574
166068,0.26552233
166069,0.18693464
166070,0.79296875
166071,0.0063643157
166072,0.118155666
166073,0.25406617
166074,0.1759092
166075,0.31371906
166076,0.18542379
166077,0.0238903
166078,0.4606925
166079,0.17690046
166080,0.24133706
166081,0.11175743
166082,0.32398346
166083,0.38976893
166084,0.06007539
166085,0.1780005
166086,0.06775107
166087,0.14535673
166088,0.25941652
166089,0.033479515
166090,0.24788818
166091,0.1462695
166092,0.89818156
166093,0.62134063
166094,0.8546869
166095,0.015042891
166096,0.31695804
166097,0.24232727
166098,0.32482463
166099,0.6126524
166100,0.101623856
166101,0.015700664
166102,0.047621727
166103,0.013752348
166104,0.1982681
166105,0.10130322
166106,0.66994536
166107,0.11286165
166108,0.74433964
166109,0.1534138
166110,0.07174386
166111,0.017728327
166112,0.048059396
166113,0.07530493
166114,0.18043847
166115,0.059078604
166116,0.08513203
166117,0.035730742
166118,0.033320874
166119,0.005929973
166120,0.009557572
166121,0.037407428
166122,0.04383228
166123,0.006059458
166124,0.011202006
166125,0.24313949
166126,0.06057173
166127,0.048145644
166128,0.023021976
166129,0.80185187
166130,0.5324362
166131,0.2076915
166132,0.16830559
166133,0.08656834
166134,0.22537975
166135,0.5229064
166136,0.015239195
166137,0.4764858
166138,0.1079829
166139,0.24781866
166140,0.36746487
166141,0.008684918
166142,0.017759966
166143,0.2903153
166144,0.4366139
166145,0.0055066855
166146,0.019720715
166147,0.49436262
166148,0.2766106
166149,0.013841671
166150,0.07466058
166151,0.39718646
166152,0.050310533
166153,0.07472107
166154,0.017951889
166155,0.28395128
166156,0.05535362
166157,0.19682829
166158,0.123202674
166159,0.5843332
166160,0.015694829
166161,0.046713505
166162,0.32329214
166163,0.007479405
166164,0.09258587
166165,0.079046495
166166,0.023551345
166167,0.07318108
166168,0.5652578
166169,0.038888022
166170,0.586021
166171,0.017477373
166172,0.5389007
166173,0.2175313
166174,0.09810196
166175,0.018023355
166176,0.006491861
166177,0.5982497
166178,0.22857656
166179,0.084418
166180,0.039934497
166181,0.081863485
166182,0.39209673
166183,0.76758206
166184,0.06776702
166185,0.0139556
166186,0.15224743
166187,0.42627823
166188,0.17413351
166189,0.031178394
166190,0.053180486
166191,0.33602655
166192,0.2108475
166193,0.1831485
166194,0.107495196
166195,0.6438284
166196,0.17345802
166197,0.6411531
166198,0.11641174
166199,0.021145754
166200,0.06955251
166201,0.83894765
166202,0.065372825
166203,0.015981138
166204,0.33720443
166205,0.68054754
166206,0.7793563
166207,0.4818988
166208,0.59650654
166209,0.019551277
166210,0.014321675
166211,0.015685845
166212,0.12278097
166213,0.027108617
166214,0.3572606
166215,0.051295914
166216,0.03635399
166217,0.009942557
166218,0.7634687
166219,0.16875246
166220,0.32504448
166221,0.5995829
166222,0.6020779
166223,0.05130947
166224,0.15867889
166225,0.20454827
166226,0.101978466
166227,0.10184145
166228,0.92092067
166229,0.01440298
166230,0.019971903
166231,0.11291753
166232,0.02998143
166233,0.059976187
166234,0.03243041
166235,0.044668358
166236,0.008606149
166237,0.6807665
166238,0.8539154
166239,0.021836773
166240,0.017684272
166241,0.03665056
166242,0.06702035
166243,0.034317724
166244,0.2243609
166245,0.045719754
166246,0.008287408
166247,0.2477008
166248,0.08891281
166249,0.047999162
166250,0.014580579
166251,0.112634175
166252,0.08564467
166253,0.6541343
166254,0.012240625
166255,0.005582659
166256,0.25715703
166257,0.92083573
166258,0.016921654
166259,0.77001446
166260,0.0052000256
166261,0.8196123
166262,0.043036312
166263,0.79143375
166264,0.0383984
166265,0.2114804
166266,0.005366767
166267,0.09668863
166268,0.15061659
166269,0.095026605
166270,0.13581136
166271,0.023517445
166272,0.011320396
166273,0.33534452
166274,0.0071378164
166275,0.017714415
166276,0.16191229
166277,0.31327823
166278,0.008824212
166279,0.08315702
166280,0.046366397
166281,0.2832813
166282,0.094338484
166283,0.103650995
166284,0.10445493
166285,0.16995208
166286,0.2760097
166287,0.16655007
166288,0.017958565
166289,0.06881485
166290,0.46775633
166291,0.008003619
166292,0.0082943635
166293,0.44292518
166294,0.09451598
166295,0.18169251
166296,0.120965935
166297,0.12984689
166298,0.11752178
166299,0.75057065
166300,0.055712596
166301,0.046423968
166302,0.11759212
166303,0.12136509
166304,0.26925015
166305,0.073516406
166306,0.4519079
166307,0.005056024
166308,0.8646391
166309,0.09757016
166310,0.6420066
166311,0.8622683
166312,0.12120813
166313,0.10920482
166314,0.12492558
166315,0.016120834
166316,0.390123
166317,0.12238766
166318,0.07872563
166319,0.027312094
166320,0.15441363
166321,0.1147294
166322,0.7641827
166323,0.10549174
166324,0.47629094
166325,0.32161984
166326,0.51289034
166327,0.020123994
166328,0.12472217
166329,0.20398568
166330,0.15808292
166331,0.650855
166332,0.0468618
166333,0.46306425
166334,0.11137373
166335,0.04633025
166336,0.007340888
166337,0.4271741
166338,0.046346404
166339,0.8870998
166340,0.0057998723
166341,0.031096732
166342,0.1105731
166343,0.031306904
166344,0.020298814
166345,0.04400509
166346,0.7481616
166347,0.877948
166348,0.8175348
166349,0.101841986
166350,0.011545947
166351,0.012721025
166352,0.58213365
166353,0.123176016
166354,0.28499624
166355,0.1984982
166356,0.21225846
166357,0.13559635
166358,0.16027462
166359,0.12282859
166360,0.16816945
166361,0.093197785
166362,0.7096918
166363,0.70552456
166364,0.015252998
166365,0.1455589
166366,0.02330992
166367,0.48589724
166368,0.1761094
166369,0.095664084
166370,0.55428344
166371,0.42676142
166372,0.09510538
166373,0.48817128
166374,0.074200034
166375,0.012535774
166376,0.8357234
166377,0.61429167
166378,0.071955435
166379,0.080450565
166380,0.725409
166381,0.007550349
166382,0.3959341
166383,0.027264377
166384,0.040099554
166385,0.43686733
166386,0.17396794
166387,0.052041758
166388,0.00842788
166389,0.50253206
166390,0.11055562
166391,0.06064256
166392,0.28344128
166393,0.0579603
166394,0.6576822
166395,0.012927846
166396,0.009622676
166397,0.30172423
166398,0.5718996
166399,0.5084417
166400,0.008616204
166401,0.01286287
166402,0.020045022
166403,0.32242367
166404,0.51586246
166405,0.05020945
166406,0.21191074
166407,0.17770328
166408,0.015863352
166409,0.007830542
166410,0.019019276
166411,0.093955606
166412,0.17757146
166413,0.052441992
166414,0.24231872
166415,0.5429387
166416,0.024541985
166417,0.11293363
166418,0.2221834
166419,0.009523413
166420,0.9231419
166421,0.024984019
166422,0.29831058
166423,0.05055984
166424,0.38846764
166425,0.005132662
166426,0.17430027
166427,0.35892344
166428,0.2184775
166429,0.033940043
166430,0.8269721
166431,0.01082121
166432,0.08268935
166433,0.09719895
166434,0.171102
166435,0.0696818
166436,0.18549907
166437,0.7791264
166438,0.8099436
166439,0.07654917
166440,0.10160329
166441,0.016148645
166442,0.0067049493
166443,0.018974967
166444,0.74527633
166445,0.17619243
166446,0.056828775
166447,0.04016742
166448,0.014285351
166449,0.008596845
166450,0.64174324
166451,0.8720605
166452,0.1071346
166453,0.04760095
166454,0.32579643
166455,0.023743428
166456,0.007604189
166457,0.8407978
166458,0.028667213
166459,0.46458733
166460,0.06407607
166461,0.11574979
166462,0.050869368
166463,0.75924504
166464,0.65060407
166465,0.080552444
166466,0.061621223
166467,0.48404294
166468,0.010224119
166469,0.018351616
166470,0.33918023
166471,0.006564865
166472,0.5075103
166473,0.010439355
166474,0.09631561
166475,0.27054822
166476,0.044625115
166477,0.049303874
166478,0.018099137
166479,0.051251378
166480,0.101609856
166481,0.6109962
166482,0.1862963
166483,0.78212833
166484,0.6844595
166485,0.65745264
166486,0.23899473
166487,0.007990504
166488,0.033155397
166489,0.0388008
166490,0.8809836
166491,0.016842417
166492,0.31762114
166493,0.090606794
166494,0.019725177
166495,0.0568253
166496,0.21162371
166497,0.56897765
166498,0.05117195
166499,0.04720366
166500,0.014891219
166501,0.07307421
166502,0.61322385
166503,0.04852281
166504,0.09394275
166505,0.10121462
166506,0.01873816
166507,0.015787948
166508,0.72324026
166509,0.5612743
166510,0.4196152
166511,0.008271512
166512,0.18614976
166513,0.06167523
166514,0.63751894
166515,0.1523562
166516,0.36258605
166517,0.624069
166518,0.004948817
166519,0.009096153
166520,0.26042414
166521,0.006492787
166522,0.033794563
166523,0.6079498
166524,0.77061325
166525,0.008706408
166526,0.008029441
166527,0.15676947
166528,0.14746927
166529,0.110115305
166530,0.008713366
166531,0.15153469
166532,0.02645584
166533,0.15699793
166534,0.08539121
166535,0.576637
166536,0.032918908
166537,0.03604665
166538,0.009399563
166539,0.0486011
166540,0.036311384
166541,0.052659187
166542,0.77510124
166543,0.10337796
166544,0.12685996
166545,0.008360177
166546,0.19088244
166547,0.21093257
166548,0.6451383
166549,0.37527347
166550,0.1589144
166551,0.010991612
166552,0.34340873
166553,0.014621736
166554,0.46861038
166555,0.064935036
166556,0.033574775
166557,0.064047955
166558,0.88663733
166559,0.012546568
166560,0.4579208
166561,0.12385958
166562,0.082834974
166563,0.16449125
166564,0.42581087
166565,0.2295407
166566,0.10987668
166567,0.011351462
166568,0.04863072
166569,0.5022864
166570,0.21225469
166571,0.016387792
166572,0.012475729
166573,0.3542235
166574,0.02430953
166575,0.8669021
166576,0.03659623
166577,0.05395737
166578,0.06466052
166579,0.13619487
166580,0.2877678
166581,0.052113622
166582,0.016909633
166583,0.034046706
166584,0.085540436
